TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T5357,C8652489,17/3/87,M,GUNTUR,4631.37,22/9/16,83206,281.2
T5358,C5613489,5/1/92,M,MUMBAI,5223.07,22/9/16,70625,23
T5359,C7410853,19/9/92,F,RANCHI,3345.02,22/9/16,65418,30
T5360,C7313876,1/1/1800,M,JAIPUR,440463.42,22/9/16,71049,294
T5361,C3614856,9/10/87,M,DELHI,68222.04,22/9/16,80556,200
T5362,C4938943,2/1/81,M,VISAKHAPATNAM,2173.57,22/9/16,82632,513
T5363,C2422829,13/3/89,M,MOHALI,4449.61,22/9/16,63707,50
T5364,C8633068,15/12/84,M,CHENNAI,785.75,22/9/16,62017,2500
T5365,C8424271,5/6/76,M,KANPUR,33547.49,22/9/16,140935,399
T5366,C7732142,1/1/1800,M,GURUKUL KUMAR SCHOOL KASA NGR SURAT,33346.32,22/9/16,140847,4675
T5367,C3212240,1/1/1800,M,BANGALORE,137736.92,22/9/16,140847,1
T5368,C6811070,18/10/91,M,BURDWAN,1911.1,22/9/16,140606,70
T5369,C6025157,8/3/63,F,HOSUR,1150614.48,22/9/16,140400,10400
T5370,C6291392,11/7/80,M,AMRITSAR,10203.06,22/9/16,142611,31
T5371,C3819175,3/4/87,M,NOIDA,134538.85,22/9/16,63739,190
T5372,C5437454,15/11/71,F,GURGAON,342009.51,22/9/16,64550,900
T5373,C2427158,6/4/92,M,CUDDAPAH,33310.32,22/9/16,65300,300
T5374,C6426324,12/12/80,M,NAVI MUMBAI,170533.5,22/9/16,63012,772
T5375,C3484178,22/9/78,M,GHAZIABAD,4724.63,22/9/16,83955,258
T5376,C2920939,24/2/85,M,FARIDABAD,5066.95,22/9/16,52343,140
T5377,C6944255,14/6/88,M,NEW DELHI,12588.91,22/9/16,52519,155
T5378,C5061667,25/6/77,M,PANTNAGAR,72554.76,22/9/16,60754,249
T5379,C3212080,15/11/89,M,VADODARA,36006.36,22/9/16,10350,500
T5380,C7610431,1/1/1800,M,KOLKATA,36969.81,22/9/16,43511,6384
T5381,C8458386,4/3/78,M,KOTTAYAM,78.36,22/9/16,44443,143
T5382,C4594757,2/5/59,F,NEW DELHI,739649.89,22/9/16,110524,3134
T5383,C4028178,29/10/90,M,BANGALORE,94649,22/9/16,111058,238.22
T5384,C6340270,25/6/85,F,GURGAON,16816.54,22/9/16,105505,398.8
T5385,C4642080,26/5/67,M,CHENNAI,3056.69,22/9/16,101514,152
T5386,C6297889,14/11/84,M,FARIDABAD,31169.01,22/9/16,80132,8
T5387,C4263526,20/6/88,F,BANGALORE,56991.51,22/9/16,83624,300
T5388,C8832254,6/5/64,M,DELHI,965859.54,22/9/16,61118,25
T5389,C1029978,20/11/84,M,THANE,69.39,22/9/16,61802,300
T5390,C2912715,8/1/91,M,NEW DELHI,35301.88,22/9/16,51622,227
T5391,C8724792,1/7/91,M,AGRA,16123.45,22/9/16,60344,1859.26
T5392,C4691361,6/12/93,M,GURGAON,108041.61,23/9/16,195416,581
T5393,C4814851,1/8/91,M,GHAZIABAD,2845.72,23/9/16,202501,646
T5394,C7510942,24/3/84,F,AUNDH CAMP PUNE,8247.55,23/9/16,200647,672
T5395,C3634266,23/8/74,F,MUMBAI,1900854.99,23/9/16,131922,1500
T5396,C6827656,4/9/87,F,GURGAON,106412.17,23/9/16,132219,506
T5397,C8832653,11/4/92,M,BEHROR,0.47,23/9/16,131022,25
T5398,C5222577,15/3/73,M,UDAIPUR,339212.84,23/9/16,120240,18.38
T5399,C7930112,13/4/90,M,BANGALORE,289546.92,23/9/16,201151,567
T5400,C3758036,1/1/1800,M,JAIPUR,17680.97,23/9/16,201406,1331.4
T5401,C6742815,10/2/86,M,PATNA,11585.31,23/9/16,201844,200
T5402,C4317329,27/4/86,M,ERODE,53978.15,22/9/16,94836,1599
T5403,C4231862,29/6/62,M,MUMBAI,11853.71,22/9/16,94924,695.41
T5404,C4635975,1/1/1800,M,CHANDIGARH,66612.38,22/9/16,151208,3333
T5405,C6237412,14/3/82,M,LUCKNOW,95540.23,22/9/16,145426,16000
T5406,C1634664,7/6/82,M,FARIDABAD,6717.71,22/9/16,145725,1800
T5407,C1316887,23/6/88,M,GURGAON,47847.05,22/9/16,145725,191
T5408,C4925552,29/1/91,M,DELHI,208.6,22/9/16,145730,1300
T5409,C4334066,15/9/81,M,CHANDIGARH,147577.33,22/9/16,151123,245
T5410,C1438372,18/12/92,M,GHAZIABAD,8388.28,22/9/16,145949,50
T5411,C1941756,7/10/89,M,BAREILLY,56754.46,22/9/16,150512,30
T5412,C2640123,27/9/86,M,ANANTNAG,6678.86,22/9/16,94730,20
T5413,C7635532,12/7/86,M,CUDDAPAH,6752.43,22/9/16,94733,422
T5414,C4413835,7/7/75,M,KOLKATA,16290.09,22/9/16,95217,4385
T5415,C7695124,2/6/85,F,LOWER PAREL MUMBAI,47238.07,22/9/16,91216,169.55
T5416,C2611572,15/6/94,M,NOIDA,1340.88,22/9/16,93827,17
T5417,C5735233,31/7/82,M,NEW DELHI,39068.62,22/9/16,92335,300
T5418,C2435616,31/5/81,M,BANDRA W MUMBAI,8135.64,22/9/16,144039,540
T5419,C5216023,3/6/93,M,BANGALORE,6.07,22/9/16,143834,99
T5420,C3522244,7/5/78,M,NEW DELHI,292.63,22/9/16,143839,300
T5421,C4627848,19/8/89,M,BANGALORE,38473.13,22/9/16,144141,440
T5422,C4529415,1/1/75,M,KHANNA,144671.72,22/9/16,94703,4016
T5423,C5922273,12/5/81,M,VADODARA,203409.91,22/9/16,90941,1000
T5424,C4745283,5/9/96,M,NARELA,39757.85,22/9/16,102328,50
T5425,C2910622,23/1/87,M,DELHI,29671.42,22/9/16,102329,225
T5426,C6510737,9/3/77,F,BANGALORE,31373.95,22/9/16,91509,200
T5427,C1418031,17/12/86,M,BANGALORE,9121.97,22/9/16,145640,181
T5428,C4941071,1/6/92,F,BANGALORE,20117.73,22/9/16,145954,1
T5429,C5234185,13/6/82,F,CHANDIGARH,59476.75,22/9/16,150051,200
T5430,C6010626,1/1/1800,M,DEVAJI AND VIPPLAZA ZIRAKPUR,13268.36,22/9/16,150054,500
T5431,C5442759,26/1/88,M,MADURAI,165614.15,22/9/16,150055,8974
T5432,C8126975,2/6/95,F,SIDDHARTHNAGAR,338.11,22/9/16,90400,10
T5433,C2816427,30/6/68,M,GURGAON,1008894,22/9/16,91407,1000
T5434,C7922633,2/9/90,M,GURGAON,22183.16,22/9/16,92042,1200
T5435,C6139545,15/8/91,F,VISAKHAPATNAM,14375,22/9/16,144944,200
T5436,C8332117,29/6/75,M,MUMBAI,14285.27,22/9/16,155508,147
T5437,C2879260,10/12/92,M,BANGALORE,914.74,22/9/16,145129,78
T5438,C9048711,21/1/67,F,NEW DELHI,298461.05,22/9/16,151820,1579
T5439,C6341671,1/1/57,M,GHAZIABAD,31864.25,22/9/16,102158,1710
T5440,C3742258,2/12/65,M,JIND,91866.92,22/9/16,91625,100
T5441,C1130843,13/6/93,F,DELHI,12365.99,22/9/16,105322,110.45
T5442,C5042827,8/5/82,M,DEHRADUN,10657.35,22/9/16,103241,200
T5443,C2015733,3/7/89,M,NEW DELHI,17814.9,22/9/16,155033,50
T5444,C1414791,1/1/1800,M,BANGALORE,7822.03,22/9/16,144105,500
T5445,C3919444,1/1/1800,M,MUMBAI,293818.71,22/9/16,152555,700
T5446,C6819690,15/4/84,M,CHENNAI,5976.32,22/9/16,152502,37
T5447,C2240067,28/6/82,F,NEW DELHI,496273.19,22/9/16,152655,1500
T5448,C1819372,9/5/78,M,HYDERABAD,4913.1,22/9/16,152606,487
T5449,C3224018,8/4/96,F,CHANDIGARH,285654.9,22/9/16,104400,132
T5450,C4216343,3/4/85,F,GHAZIABAD,8921.61,22/9/16,92820,250
T5451,C8428128,1/1/1800,F,CHENNAI,14693827.2,10/8/16,75840,25
T5452,C8456235,26/5/83,M,NAVI MUMBAI,12114.53,10/8/16,81958,500
T5453,C7728811,20/12/94,M,BHARATPUR,587.95,10/8/16,24725,255
T5454,C6599430,13/12/67,F,NEW DELHI,469740.06,14/8/16,124843,802
T5455,C7236665,18/4/92,F,MORADABAD,22916,14/8/16,125140,209
T5456,C2735183,10/10/91,M,BURDWAN,11523.2,14/8/16,125055,250
T5457,C6330142,19/7/91,M,SARAIKELA KHARSAWAN,6577.28,14/8/16,125220,1054.58
T5458,C7336383,1/1/1800,M,BANGALORE,327.94,14/8/16,153446,136.06
T5459,C3715141,25/3/85,M,PO BOX 28483 DUBAI,21696661,14/8/16,130449,2060
T5460,C5310656,18/8/85,M,MUMBAI,18241.48,14/8/16,73736,76
T5461,C7561418,23/6/82,M,JAYANAGAR BANGALURU,5815.98,18/8/16,150744,500
T5462,C1730476,17/6/66,M,INDORE,95086.83,18/8/16,151626,203.42
T5463,C7959191,26/11/91,M,PUNE,8803.45,18/8/16,151627,100
T5464,C3227459,9/9/72,F,MUMBAI,1497.17,16/8/16,215817,1390
T5465,C2338873,24/4/86,M,PUNE,9650.48,16/8/16,215821,75.97
T5466,C3887339,16/10/84,M,BAGALKOT,133277.5,16/8/16,220315,200
T5467,C2239583,1/1/1800,M,BANGALORE,205973.46,16/8/16,220320,3340
T5468,C1939611,29/9/79,M,JAIPUR,51674.76,19/8/16,131555,296
T5469,C1021434,31/3/90,M,BANGALORE,27033.24,19/8/16,125136,1693
T5470,C5532484,28/5/95,F,DELHI,52055.09,19/8/16,125358,145
T5471,C8222989,20/7/83,F,HUBLI,6216.5,22/8/16,145256,479
T5472,C8927580,1/1/90,M,UNA,120.15,22/8/16,145305,1000
T5473,C1519048,1/1/1800,M,JAIPUR,38553.18,22/8/16,145320,1500
T5474,C2429050,5/1/88,F,BAREILLY,189.49,22/8/16,145724,1600
T5475,C8739290,19/4/69,F,BANGALORE,857025.92,22/8/16,163230,178
T5476,C3629943,7/8/82,M,PATIALA,66304.94,22/8/16,163625,250
T5477,C8832915,24/12/87,F,NEW DELHI,15107.45,22/8/16,163807,857
T5478,C4614350,27/7/84,M,BANGALORE,32156.41,25/8/16,120615,180
T5479,C8015151,23/10/86,M,PUNE,25.1,25/8/16,80725,10
T5480,C5211812,11/5/86,M,DELHI,98573.27,31/8/16,135901,1000
T5481,C4494217,21/11/86,M,BHAVNAGAR,10238.63,31/8/16,135807,450
T5482,C8310224,26/9/93,M,ALIGARH,16014.21,31/8/16,135121,10
T5483,C3328888,23/6/83,M,BANGALORE,10771.26,31/8/16,135051,200
T5484,C4973721,3/3/83,M,DELHI,49637.42,31/8/16,135016,2699
T5485,C1117580,20/5/85,M,KERALA,2968.82,22/9/16,62857,30
T5486,C2434313,4/1/93,M,SRIPERUMBUDUR,1298.56,22/9/16,61549,30
T5487,C2841959,8/11/85,M,SAS NAGAR,19542.8,22/9/16,103712,200
T5488,C5229646,4/11/59,M,PONDA,16999.92,22/9/16,103614,3683
T5489,C2837831,29/11/85,F,BANGALORE,39707.09,22/9/16,103615,999
T5490,C7823038,18/11/93,M,THANE W,8191.07,22/9/16,54407,500
T5491,C3441824,12/9/92,M,BANGALORE,4193.34,22/9/16,61829,148
T5492,C1213940,2/12/07,M,CHANDAULI,17728.06,22/9/16,61944,11499
T5493,C8027326,15/6/89,M,BANGALORE,4779.73,22/9/16,111542,4140
T5494,C6130683,24/2/85,M,DELHI,73673.85,22/9/16,110510,200
T5495,C7120319,25/8/86,M,NARASARAOPET,45334.63,22/9/16,163515,300
T5496,C7336515,6/10/86,F,DELHI,31321.07,22/9/16,163032,223
T5497,C5140751,20/12/93,F,SCHOOL WEST TRIPURA,8192.81,22/9/16,161901,218.5
T5498,C8233665,16/3/86,M,PUNE,12803.16,22/9/16,162826,2465
T5499,C7010127,31/7/83,M,RESTAURANT JAIPUR,53871.58,22/9/16,162920,23189
T5500,C3720084,12/3/51,M,NEW DELHI,53209.37,22/9/16,61221,385
T5501,C8113041,28/5/94,M,THANE,74247.35,22/9/16,111008,40
T5502,C7917529,13/10/93,M,BANGA,1729.04,22/9/16,110919,240
T5503,C4436123,23/3/59,F,KOLKATA,19045.36,22/9/16,104418,50
T5504,C4240616,28/2/91,M,DELHI,57180.83,22/9/16,55025,100
T5505,C8810184,30/11/88,M,SAKINAKA MUMBAI,760.3,22/9/16,105759,60
T5506,C7768751,6/2/96,F,JAIPUR,15485.75,22/9/16,105301,1955
T5507,C2795275,18/9/67,M,SONIPAT,21639.23,22/9/16,103525,49900
T5508,C3124866,10/3/90,F,GHAZIABAD,4754.29,22/9/16,103831,1
T5509,C3020667,28/8/89,M,BANGALORE,22330.78,22/9/16,105812,200
T5510,C3238751,26/9/84,M,NEW DELHI,42369.78,22/9/16,85344,2450
T5511,C8838046,15/2/91,M,KANPUR NAGAR,11608.69,22/9/16,62147,200
T5512,C7916220,19/2/92,M,BAWAL,58717.91,22/9/16,61355,4000
T5513,C1425573,18/9/90,M,GURGAON,37706.27,22/9/16,25204,199
T5514,C3842383,31/7/89,M,ELPHINSTONE ROAD MUMBAI,917.73,22/9/16,24445,1000
T5515,C5914121,9/11/91,F,NEW DELHI,27373.21,22/9/16,44747,185.48
T5516,C3239477,1/1/1800,M,NEW DELHI,29543.72,22/9/16,34701,2100
T5517,C3721918,21/3/87,M,KANGRA,9352.7,22/9/16,53946,100
T5518,C1328550,20/11/89,M,NEW DELHI,289213.74,22/9/16,15832,1
T5519,C8497647,31/7/90,F,MUMBAI,9.91,22/9/16,113155,180
T5520,C5937427,1/9/89,F,LUDHIANA,4464.84,22/9/16,113436,346
T5521,C7832788,18/9/74,M,PUNE,213903.85,23/9/16,210200,2828.65
T5522,C6121835,11/1/89,F,DELHI,196416.4,23/9/16,201347,1280
T5523,C4112149,20/10/93,M,BANGALORE,730.49,23/9/16,190050,148
T5524,C1430692,20/1/86,M,WEST GODAVARI,5062.42,23/9/16,190532,305.5
T5525,C6327352,1/1/1800,F,MUMBAI,424330.19,23/9/16,112208,1510
T5526,C4210528,19/6/86,M,GACHIBOWLI HYDERABAD,109140.46,23/9/16,112805,60
T5527,C5923872,4/9/89,F,GURGAON,5718.03,23/9/16,105633,100
T5528,C3128351,24/9/89,F,INDIRANAGAR BANGALORE,33059.28,23/9/16,201846,130
T5529,C4743052,3/7/88,M,LUCKNOW,23652.54,23/9/16,192012,1000
T5530,C6960672,15/10/86,M,PUNE,2094.75,23/9/16,192109,5225
T5531,C6111044,14/11/81,M,THANE,29278.98,23/9/16,192112,1000
T5532,C4727513,5/1/94,F,GULBARGA,7589.99,23/9/16,192129,228.7
T5533,C5879118,25/3/89,M,HADAPSAR PUNE CITY PUNE,2977.82,23/9/16,191906,130
T5534,C7041829,6/5/84,M,GUNTUR,32462.47,22/9/16,75955,283.88
T5535,C7714575,7/5/92,M,24  P G S (S),12556.93,22/9/16,83213,47
T5536,C4421020,1/1/94,M,SION (E) MUMBAI,2594.87,22/9/16,142129,500
T5537,C4740626,12/3/77,M,KOLKATA,20894.75,22/9/16,142359,459.52
T5538,C7577736,1/1/1800,F,AHMEDABAD,676438.95,22/9/16,134636,1521
T5539,C5322260,1/5/80,F,CHENNAI,15120.42,22/9/16,150138,1578
T5540,C2114165,30/5/93,M,SIVAGANGA,4.54,22/9/16,135753,100
T5541,C5376788,15/6/92,M,AJMER,46716.28,22/9/16,143549,1714.62
T5542,C8527015,2/12/85,M,PUNE,3362.29,22/9/16,144049,50
T5543,C2919426,14/8/91,F,THANE,30.42,22/9/16,143316,45
T5544,C4229611,26/4/74,M,BHIWANDI,24210.33,22/9/16,81025,1013
T5545,C2513049,27/3/95,F,HOWRAH,474985.85,22/9/16,81041,575
T5546,C6117026,8/11/82,M,GURGAON,41105.12,22/9/16,80517,248
T5547,C2314069,5/8/82,M,DELHI,6045,22/9/16,81744,100
T5548,C8938980,6/5/75,M,NAVI MUMBAI,5742.61,22/9/16,74035,500
T5549,C1026374,7/10/93,F,PIMPLE SAUDAGAR PUNE,6467.19,22/9/16,143545,178
T5550,C2840111,19/11/85,M,BANGALORE,16335.71,22/9/16,141533,1110
T5551,C1840820,1/8/57,M,NEW DELHI,15882.6,22/9/16,142309,459
T5552,C6855613,17/8/92,F,MHAPE NAVI MUMBAI,859.29,22/9/16,141900,28
T5553,C8838478,24/11/93,M,NEW DELHI,235804.98,22/9/16,141806,550
T5554,C2522314,20/4/82,M,DELHI,89859.92,22/9/16,145704,935.4
T5555,C3224212,24/11/70,F,GURGAON,537091.22,22/9/16,142204,3299
T5556,C8526735,5/7/85,F,THANE (WEST),2450.25,22/9/16,144253,1000
T5557,C7246025,4/12/88,M,GURGAON,12542.06,22/9/16,82006,262
T5558,C8421125,27/2/81,M,NEW DELHI,55226.62,22/9/16,82314,500
T5559,C4534641,18/9/82,F,BANGALORE,26423.41,22/9/16,80030,300
T5560,C1081857,23/8/96,F,FARIDABAD,301606.08,22/9/16,73122,500
T5561,C5312270,11/7/77,M,MUMBAI,18557.7,22/9/16,145825,3960
T5562,C6941330,9/7/85,M,MUMBAI,185649.61,22/9/16,141543,436
T5563,C7012872,1/1/1800,M,ASPATAL ASHOK NAGAR MORADABAD,148.64,22/9/16,104810,1
T5564,C2520880,19/4/66,M,BANGALORE,11299.77,22/9/16,145029,100.86
T5565,C1086446,13/5/90,M,PUNE,14808.78,22/9/16,142556,100
T5566,C6836915,15/8/91,M,LUCKNOW,448.47,22/9/16,141411,700
T5567,C4420762,16/4/78,M,NELLORE,40543.94,22/9/16,74057,200
T5568,C4841785,10/4/92,M,SURAT,749.91,22/9/16,74315,20
T5569,C4133366,30/1/79,M,NEW DELHI,283898.09,22/9/16,74036,500
T5570,C8318960,1/12/81,M,NEW DELHI,19553.71,22/9/16,74123,259
T5571,C2959255,18/10/92,M,NOIDA,39941.46,22/9/16,71645,350
T5572,C5025281,22/9/81,F,NEW DELHI,2200.88,22/9/16,142458,500
T5573,C5435266,1/1/92,M,U S NAGAR,51027.49,22/9/16,142500,100
T5574,C3459469,29/12/88,F,BANGALORE,151.64,22/9/16,142516,147
T5575,C1690884,1/1/1800,M,BUDDHA NAGAR NOIDA,1666134.04,22/9/16,135406,557
T5576,C2330117,2/2/90,M,DELHI,30774.49,22/9/16,93515,872.42
T5577,C3348928,27/10/91,M,GAUTAM BUDHNAGAR,43876.21,22/9/16,94024,500
T5578,C4917468,1/1/1800,F,MOHALI,14131195.02,22/9/16,73022,1079.91
T5579,C2040841,nan,M,GURGAON,45977.29,22/9/16,72912,1500
T5580,C6626334,14/10/50,M,MOHALI,151421.42,22/9/16,72006,387
T5581,C2234339,9/7/91,F,24 PGNS NORTH,6287.04,22/9/16,101153,50
T5582,C6411012,3/7/77,F,MUMBAI,53638.45,22/9/16,90724,1311
T5583,C1812840,10/3/93,M,BALLIA,8492.76,22/9/16,90728,100
T5584,C5731412,4/5/86,M,MORADABAD,1919.13,22/9/16,92339,39
T5585,C6779467,7/10/93,F,HYDERABAD,11053.32,22/9/16,71007,45
T5586,C7334392,1/1/1800,M,MOTHERSON COMPANY FARIDABAD,1167.64,22/9/16,70740,200
T5587,C3820225,11/12/66,M,SION (E) MUMBAI,57229.39,22/9/16,144723,874
T5588,C5838742,28/5/91,M,AHMEDABAD,10854.3,22/9/16,144827,448.4
T5589,C5814063,1/4/80,M,BANGALORE,19044.4,22/9/16,135921,800
T5590,C7039611,18/1/67,M,VIDISHA,29017.34,22/9/16,151154,583
T5591,C2618678,18/5/92,M,BANGALORE,7468.45,22/9/16,141027,1422.6
T5592,C6037641,4/12/87,M,SONIPAT,55914.74,22/9/16,85642,149
T5593,C4033525,11/8/70,M,BANGALORE,177157.85,22/9/16,72039,412
T5594,C5125872,7/8/93,M,RUPNAGAR,6304.74,22/9/16,71057,235
T5595,C5634040,18/4/94,M,MORENA,6418.22,10/8/16,115555,2450
T5596,C7323280,21/7/79,M,CHENNAI,29901.62,14/8/16,131114,780
T5597,C7941726,27/8/90,M,ALIGARH,38522.94,14/8/16,74234,230
T5598,C7961542,26/4/93,M,PANCHMAHALS,6220.33,14/8/16,130518,79
T5599,C7587559,25/11/86,M,GURGAON,6993.74,18/8/16,164905,1
T5600,C1719174,11/4/82,F,NARIMAN POINT  MUMBAI,26060.42,18/8/16,42112,1959.98
T5601,C4342969,16/8/88,M,MUMBAI,269547.13,18/8/16,165938,1030
T5602,C7722755,26/8/90,M,SURAT,16619.65,18/8/16,164115,472
T5603,C6418590,21/9/83,F,NAGPUR,60785.43,21/8/16,114935,623
T5604,C7211516,8/7/95,F,GURGAON,5.22,21/8/16,114744,20
T5605,C1210720,21/3/84,F,BANGALORE,26654.99,21/8/16,114422,149
T5606,C3321045,11/11/93,M,GURGAON,28878.85,21/8/16,112657,500
T5607,C1410926,17/10/78,M,GURGAON,438997.69,21/8/16,114936,5000
T5608,C5010573,31/8/55,M,NEW DELHI,426371.17,19/8/16,154148,1125
T5609,C3710891,4/3/77,F,GREATER NOIDA,0,27/8/16,103547,948
T5610,C5014779,12/5/80,M,MUMBAI,18757.1,27/8/16,23714,1.99
T5611,C1725474,12/11/88,M,SILIGURI,52.65,27/8/16,103104,10
T5612,C6881323,5/7/73,F,BHUBANESHWAR,3771.49,27/8/16,120527,75.46
T5613,C5114047,9/10/89,F,DELHI,3743.37,28/8/16,155858,259
T5614,C1620271,25/6/68,M,DELHI,244034.47,28/8/16,161015,1988
T5615,C1938654,24/7/89,F,GURGAON,72677.01,28/8/16,155317,299
T5616,C2439532,1/1/1800,M,CITY FEROZEPUR,29440.77,22/9/16,152836,312.65
T5617,C2182583,13/3/91,F,VAPI,52871.98,22/9/16,153413,1714.62
T5618,C6917885,23/1/84,M,BANGALORE NORTH,26239,22/9/16,152951,300
T5619,C6811150,2/10/92,M,GREATER NOIDA,1549.94,22/9/16,153006,1000
T5620,C5316241,24/2/77,M,BANGALORE,786.76,22/9/16,152048,899.5
T5621,C4877049,6/5/84,M,GHAZIABAD,24720.16,22/9/16,102621,275
T5622,C7032346,15/6/77,F,JAIPUR,2069338.05,22/9/16,95543,500
T5623,C6911974,19/2/93,M,GUNTUR,23829.2,22/9/16,100707,221.89
T5624,C1610334,31/12/67,F,MUMBAI,131217.99,22/9/16,102507,1547
T5625,C5522953,2/9/88,M,PALAMU,14162.1,22/9/16,102510,169
T5626,C6725683,31/12/92,M,W MUMBAI,4520.77,22/9/16,161848,140
T5627,C5426875,24/6/87,M,THANE,42.94,22/9/16,153312,63.75
T5628,C5437061,1/1/1800,M,FARIDABAD,83810.68,22/9/16,153332,1000
T5629,C3537961,21/9/86,M,.,153455.63,22/9/16,153443,826.25
T5630,C5919331,25/2/89,F,DELHI,238553.41,22/9/16,162510,3148
T5631,C4524114,3/11/86,M,BHAGALPUR,29058.39,22/9/16,162514,3281
T5632,C8726363,12/5/86,F,BANGALORE,32831.68,22/9/16,152636,1016
T5633,C6517012,13/8/93,M,PERAMBALUR,16949.11,22/9/16,95833,240
T5634,C5153117,10/8/88,M,GURGAON,19672.86,22/9/16,100135,500
T5635,C3424145,6/1/95,M,THANE,3698.07,22/9/16,55842,700
T5636,C2520078,8/9/92,M,PUNE,206.78,22/9/16,42455,200
T5637,C1425086,7/12/85,M,GURGAON,7471.04,22/9/16,113914,2000
T5638,C4011352,8/9/78,M,AGRA,1374.66,22/9/16,113924,1000
T5639,C7141617,7/5/90,M,BENGALURU,790.2,22/9/16,102731,200
T5640,C1536942,30/9/85,M,PATIALA,125761.51,22/9/16,42416,17650
T5641,C8039834,2/3/86,F,DELHI,119952.7,22/9/16,150415,171
T5642,C6423334,1/1/1800,M,NEW DELHI,117674.52,22/9/16,135900,3517
T5643,C8412016,13/2/89,M,AURANGABAD,41.89,22/9/16,134012,655
T5644,C7128175,29/10/90,M,BANGALORE,94649,22/9/16,134225,381.03
T5645,C1239087,1/9/86,M,KANGRA,9710.44,23/9/16,193926,1000
T5646,C3661876,21/6/89,F,BANGALORE,7065.6,23/9/16,194030,416
T5647,C5436346,17/6/93,F,GHAZIABAD,16591.47,23/9/16,194207,200
T5648,C7415253,15/7/95,F,DELHI,3014.08,23/9/16,191125,30
T5649,C5822515,25/9/79,M,AMRITSAR,643091.53,23/9/16,193958,2592
T5650,C4843340,15/4/87,M,HYDERABAD,49716.04,23/9/16,190637,500
T5651,C5484712,27/6/85,F,FARIDABAD,71054.15,23/9/16,112634,153.24
T5652,C5728684,1/1/1800,M,GRTR MUMBAI MUMBAI,44539.49,23/9/16,112240,666
T5653,C5322847,18/7/88,M,DELHI,363.82,23/9/16,112859,162
T5654,C8717814,3/9/89,M,VADAGAV SHINDE HAVELI PUNE,2620.49,23/9/16,112518,3000
T5655,C7119381,17/2/92,M,TARAN,59681.58,23/9/16,190948,150
T5656,C2827929,15/6/86,M,DELHI,55681.48,23/9/16,190949,983
T5657,C3836127,23/7/88,F,NEW DELHI,40935.19,22/9/16,74304,200
T5658,C8087491,15/11/90,M,MUMBAI,41437.37,22/9/16,110636,30
T5659,C1927678,23/9/76,M,MUMBAI,54689.59,22/9/16,162104,250
T5660,C7125972,17/9/88,F,CHANDIGARH,81921.5,22/9/16,161333,600
T5661,C8848073,1/1/1800,M,GURGAON,138737.46,22/9/16,170844,299
T5662,C7636123,nan,M,PALGHAR DIST THANE BOISAR,75128.15,22/9/16,171139,5000
T5663,C7721834,21/10/89,M,NAVI MUMBAI,39594.89,22/9/16,160411,200
T5664,C4721311,2/9/65,F,JABALPUR,6088.38,22/9/16,81123,200
T5665,C7737769,10/12/85,M,BHILWARA,21037.79,22/9/16,81131,200
T5666,C7499180,4/4/91,M,JAIPUR,6830.41,22/9/16,111158,19
T5667,C5119230,28/3/95,F,DELHI,6518.49,22/9/16,73706,1584
T5668,C6530928,6/12/81,M,UDAIPUR,334004.46,22/9/16,104027,5057
T5669,C5820016,30/4/89,F,GANJAM,45478,22/9/16,104847,200
T5670,C6849843,2/5/83,F,PALAKKAD,6311.64,22/9/16,103915,540
T5671,C4330137,15/9/93,F,PRAKASAM,5534.79,22/9/16,165448,10
T5672,C2942254,9/6/88,M,MUMBAI,22415.02,22/9/16,161823,100
T5673,C6231435,29/4/90,F,LUCKNOW,673.98,22/9/16,34539,1
T5674,C2356913,19/8/90,F,BANGALORE,8142.36,22/9/16,155847,50
T5675,C7432322,17/12/78,F,BANGALORE,124559.6,22/9/16,155258,201.65
T5676,C6117470,9/12/86,M,ALIGARH,700.3,22/9/16,155605,100
T5677,C2728367,19/1/87,M,KAKKANAD,36816.92,22/9/16,102315,999
T5678,C1027173,25/2/94,M,PUNE,13916.76,22/9/16,102448,80
T5679,C5837365,30/12/72,F,NEW DELHI,29144.11,22/9/16,115553,567
T5680,C3310145,31/7/83,M,RESTAURANT JAIPUR,53871.58,22/9/16,162812,23189
T5681,C7521429,7/2/92,F,MUMBAI,3523.27,22/9/16,162719,874.56
T5682,C6310086,11/1/98,M,CHANDIGARH,11027.18,22/9/16,162807,592
T5683,C6537746,5/9/81,F,BANGALORE,155857.29,22/9/16,103647,1000
T5684,C1834242,15/7/91,F,MUMBAI,258315.38,22/9/16,103652,138
T5685,C5666111,24/11/92,M,MUMBAI,350603.86,22/9/16,114732,40
T5686,C2867327,13/1/65,F,KHARAGPUR,21459.1,22/9/16,114518,238
T5687,C7511834,13/9/91,M,BANGALORE,10398.72,22/9/16,104718,7000
T5688,C5930525,22/12/82,M,MUMBAI,8521.12,22/9/16,143250,165
T5689,C1740052,10/1/95,F,BANGALORE,5808.5,22/9/16,154153,903
T5690,C7822080,18/9/54,M,HYDERABAD,5476355.71,22/9/16,154222,25
T5691,C8280984,30/6/54,M,MUMBAI,3194810.95,22/9/16,154226,1890
T5692,C1611663,15/6/87,M,BALIKUDA,16344.84,22/9/16,162454,10
T5693,C8715379,27/12/82,M,MUMBAI,172592.87,22/9/16,162501,536.7
